,longitude,latitude,housing_age,total_rooms,total_bedrooms,population,families,average_income,ocean_proximity,house_value
15281,-117.3,33.06,31,2128,520.0,1049,485,4.027,NEAR OCEAN,290000
15282,-117.3,33.05,34,1797,458.0,775,391,3.2308,NEAR OCEAN,331300
15283,-117.33,33.17,11,10923,2041.0,4773,1858,4.0791,NEAR OCEAN,281300
15284,-117.34,33.16,31,2851,458.0,1286,467,4.5694,NEAR OCEAN,243700
15285,-117.33,33.16,29,3559,552.0,1533,545,4.0585,NEAR OCEAN,245500
15286,-117.32,33.15,15,13245,2212.0,5495,2060,5.4904,NEAR OCEAN,262100
15287,-117.32,33.12,25,2670,527.0,936,461,2.7717,NEAR OCEAN,354000
15288,-117.31,33.1,15,2392,446.0,747,421,3.5341,NEAR OCEAN,500001
15292,-117.29,33.1,6,6091,1018.0,2064,957,5.1837,NEAR OCEAN,259800
15293,-117.28,33.1,13,2644,422.0,1197,399,6.5338,NEAR OCEAN,267900
15297,-117.35,33.16,22,1331,305.0,580,193,3.975,NEAR OCEAN,500001
15299,-117.34,33.15,17,4505,1140.0,2111,1062,3.3536,NEAR OCEAN,283300
15303,-117.36,33.17,24,2046,442.0,812,367,2.3182,NEAR OCEAN,500001
15304,-117.37,33.18,19,1931,509.0,855,394,2.6979,NEAR OCEAN,266700
15306,-117.37,33.19,33,2205,453.0,1138,439,2.8819,NEAR OCEAN,208600
15310,-117.38,33.14,14,5039,1373.0,1298,696,3.2089999999999996,NEAR OCEAN,313300
15311,-117.38,33.19,26,4123,1145.0,1703,895,1.9891,NEAR OCEAN,500000
15323,-117.34,33.21,12,5963,1372.0,3015,1124,2.7386,NEAR OCEAN,216100
15325,-117.34,33.19,23,3546,553.0,1533,518,5.276,NEAR OCEAN,224500
15327,-117.34,33.19,19,3575,525.0,1654,559,5.7409,NEAR OCEAN,274100
15337,-117.31,33.19,11,20944,3753.0,8738,3441,4.3762,NEAR OCEAN,215500
15442,-117.27,33.18,4,3371,773.0,1481,627,2.9133,NEAR OCEAN,215700
15443,-117.26,33.19,4,2342,595.0,1518,545,2.9469,NEAR OCEAN,216100
15450,-117.32,33.17,18,2143,299.0,828,283,4.2383,NEAR OCEAN,239000
15451,-117.31,33.17,7,2349,312.0,809,282,5.5520000000000005,NEAR OCEAN,283900
15452,-117.31,33.16,4,5846,894.0,2282,801,5.5956,NEAR OCEAN,247800
15453,-117.31,33.16,17,1704,263.0,781,281,5.6605,NEAR OCEAN,224400
15458,-117.26,33.18,9,4540,793.0,2235,746,4.5781,NEAR OCEAN,225600
15459,-117.27,33.15,4,23915,4135.0,10877,3958,4.6357,NEAR OCEAN,244900
15463,-117.23,33.16,4,3066,625.0,1164,582,4.0,NEAR OCEAN,228100
15464,-117.23,33.16,2,4624,946.0,2091,808,3.6736,NEAR OCEAN,214500
15473,-117.22,33.14,5,4576,848.0,2314,705,5.0123,NEAR OCEAN,210400
15493,-117.2,33.12,18,4372,736.0,1473,675,5.1194,NEAR OCEAN,247800
15494,-117.21,33.12,4,3261,689.0,926,561,4.3672,NEAR OCEAN,258900
15495,-117.18,33.11,16,3470,601.0,1197,552,5.1814,NEAR OCEAN,279900
15496,-117.25,33.12,8,8552,1437.0,3335,1323,5.311,NEAR OCEAN,255800
15497,-117.24,33.11,10,3487,545.0,1410,557,6.0336,NEAR OCEAN,240300
15498,-117.23,33.1,4,1862,291.0,685,248,7.745,NEAR OCEAN,237400
15500,-117.26,33.09,22,2398,407.0,349,169,7.0423,NEAR OCEAN,500001
15501,-117.26,33.09,13,3730,761.0,1335,603,4.1667,NEAR OCEAN,227100
15502,-117.23,33.09,7,5320,855.0,2015,768,6.3373,NEAR OCEAN,279600
15503,-117.25,33.08,13,3651,465.0,1311,435,7.5402,NEAR OCEAN,340300
15504,-117.25,33.08,14,7208,1012.0,3097,1014,6.617000000000001,NEAR OCEAN,285200
15505,-117.26,33.08,12,5080,814.0,1958,716,5.3905,NEAR OCEAN,299600
15954,-122.45,37.71,46,2559,506.0,1562,498,4.3846,NEAR OCEAN,270600
15955,-122.45,37.71,52,1658,322.0,1086,326,3.8583,NEAR OCEAN,261600
15956,-122.45,37.71,41,1578,351.0,1159,299,3.9167,NEAR OCEAN,243600
15957,-122.46,37.71,52,1580,337.0,1425,330,4.0547,NEAR OCEAN,246200
15958,-122.46,37.71,47,1527,283.0,1102,282,4.0,NEAR OCEAN,231600
15966,-122.45,37.71,34,3131,669.0,2204,600,3.5536,NEAR OCEAN,251000
16017,-122.46,37.72,52,2951,406.0,1115,397,6.7228,NEAR OCEAN,405200
16018,-122.47,37.73,52,2134,277.0,936,285,5.9245,NEAR OCEAN,484600
16019,-122.47,37.73,52,2151,280.0,762,274,10.7309,NEAR OCEAN,500001
16020,-122.47,37.73,50,1653,252.0,641,224,10.6605,NEAR OCEAN,500001
16021,-122.47,37.72,46,1836,319.0,767,302,5.9114,NEAR OCEAN,399000
16034,-122.46,37.72,47,1723,389.0,1216,399,3.3208,NEAR OCEAN,238600
16035,-122.46,37.72,49,1207,255.0,658,220,4.0859,NEAR OCEAN,228600
16036,-122.46,37.72,48,1690,339.0,962,317,3.2875,NEAR OCEAN,221500
16037,-122.46,37.72,45,2399,419.0,1225,399,4.0855,NEAR OCEAN,244100
16038,-122.46,37.72,39,2254,,1388,404,2.9688,NEAR OCEAN,232000
16039,-122.47,37.71,44,2547,511.0,1577,516,4.1939,NEAR OCEAN,237900
16040,-122.47,37.71,42,1961,427.0,1211,409,3.5156,NEAR OCEAN,239400
16041,-122.47,37.72,43,968,199.0,434,162,2.5333,NEAR OCEAN,239300
16042,-122.47,37.72,46,1453,306.0,817,310,3.0,NEAR OCEAN,246700
16043,-122.47,37.72,49,1690,307.0,770,294,4.5913,NEAR OCEAN,259700
16045,-122.45,37.71,45,2253,431.0,1382,392,4.2562,NEAR OCEAN,221600
16046,-122.46,37.71,52,1642,351.0,1138,340,4.1406,NEAR OCEAN,219500
16047,-122.46,37.71,49,1711,348.0,1138,325,2.875,NEAR OCEAN,225000
16048,-122.46,37.72,37,1833,388.0,1093,363,3.0703,NEAR OCEAN,211800
16064,-122.48,37.74,52,2453,508.0,1056,453,3.6859,NEAR OCEAN,311800
16068,-122.49,37.75,48,2181,419.0,1041,379,3.7361,NEAR OCEAN,320200
16069,-122.49,37.75,47,2140,425.0,1105,401,3.7054,NEAR OCEAN,308500
16070,-122.49,37.75,45,2341,461.0,1092,438,4.8036,NEAR OCEAN,297800
16071,-122.49,37.75,43,2044,393.0,979,378,3.9205,NEAR OCEAN,319100
16072,-122.49,37.75,48,2387,424.0,1041,408,3.7562,NEAR OCEAN,321200
16073,-122.49,37.75,52,2226,385.0,1177,416,4.8516,NEAR OCEAN,323800
16074,-122.49,37.74,52,2189,433.0,1147,420,3.4583,NEAR OCEAN,321300
16075,-122.48,37.74,52,2285,435.0,1211,442,4.0208,NEAR OCEAN,323100
16076,-122.48,37.74,52,2166,423.0,1072,370,4.131,NEAR OCEAN,314300
16077,-122.48,37.74,52,2841,517.0,1372,517,3.9236,NEAR OCEAN,335000
16078,-122.49,37.73,48,1190,182.0,497,199,6.2642,NEAR OCEAN,438500
16079,-122.49,37.74,48,1186,213.0,487,207,3.8333,NEAR OCEAN,340800
16080,-122.49,37.74,52,2442,449.0,1188,436,4.3909,NEAR OCEAN,317700
16081,-122.49,37.74,52,2302,457.0,1154,424,4.5744,NEAR OCEAN,315200
16082,-122.48,37.73,52,1597,240.0,566,231,5.1681,NEAR OCEAN,500001
16083,-122.48,37.73,47,2382,392.0,867,376,5.2598,NEAR OCEAN,371500
16084,-122.49,37.73,39,1937,336.0,742,307,5.1991,NEAR OCEAN,369400
16085,-122.49,37.73,37,1399,224.0,530,235,3.9219,NEAR OCEAN,433300
16086,-122.49,37.73,36,1821,292.0,742,298,5.6204,NEAR OCEAN,406200
16087,-122.48,37.73,38,3195,828.0,2410,778,3.1359,NEAR OCEAN,350000
16088,-122.47,37.72,47,1176,286.0,564,258,3.2059,NEAR OCEAN,350000
16089,-122.48,37.71,43,3850,1018.0,1497,829,3.5296,NEAR OCEAN,400000
16092,-122.5,37.76,52,2018,422.0,1142,463,3.7083,NEAR OCEAN,307700
16093,-122.5,37.76,43,2108,456.0,1299,447,3.1406,NEAR OCEAN,316200
16094,-122.5,37.76,50,1993,410.0,1009,374,3.9464,NEAR OCEAN,295600
16095,-122.5,37.76,48,1408,295.0,891,269,3.8333,NEAR OCEAN,296300
16096,-122.5,37.76,46,1491,285.0,841,306,4.5329,NEAR OCEAN,278800
16097,-122.5,37.75,45,1672,344.0,838,314,4.1419,NEAR OCEAN,291500
16098,-122.5,37.75,43,2373,481.0,1247,454,4.0985,NEAR OCEAN,283200
16099,-122.51,37.76,43,2345,624.0,1439,614,2.8448,NEAR OCEAN,268900
16100,-122.51,37.76,43,2527,619.0,1332,558,3.0465,NEAR OCEAN,274200
16101,-122.51,37.76,40,2320,562.0,1499,521,3.2792,NEAR OCEAN,260800
16102,-122.5,37.76,46,2226,480.0,1272,468,4.2644,NEAR OCEAN,284100
16103,-122.5,37.76,45,1673,377.0,1078,393,3.3393,NEAR OCEAN,272300
16104,-122.5,37.75,45,1620,,941,328,4.3859,NEAR OCEAN,270200
16105,-122.5,37.75,44,1819,,1137,354,3.4919,NEAR OCEAN,271800
16106,-122.54,37.76,45,1592,325.0,920,322,3.96,NEAR OCEAN,272200
16107,-122.5,37.75,44,1739,343.0,872,330,2.9632,NEAR OCEAN,286300
16108,-122.5,37.74,40,2310,445.0,1266,490,3.7969,NEAR OCEAN,297800
16109,-122.5,37.74,45,1771,349.0,1098,342,3.7552,NEAR OCEAN,296600
16110,-122.49,37.74,44,1472,275.0,820,310,5.6826,NEAR OCEAN,300000
16111,-122.5,37.74,44,2374,496.0,1087,426,3.5,NEAR OCEAN,275700
16112,-122.5,37.74,44,2527,518.0,1434,444,3.875,NEAR OCEAN,275700
16113,-122.5,37.75,46,2298,457.0,1429,477,4.0217,NEAR OCEAN,272400
16114,-122.5,37.74,44,2792,615.0,1640,579,4.0625,NEAR OCEAN,272800
16115,-122.5,37.74,42,1667,395.0,1041,387,3.9583,NEAR OCEAN,273700
16116,-122.5,37.74,44,2082,470.0,1154,403,4.3611,NEAR OCEAN,268100
16117,-122.54,37.74,42,2006,415.0,1230,435,4.1786,NEAR OCEAN,271100
16169,-122.55,37.79,32,2131,625.0,1229,572,2.9201,NEAR OCEAN,322200
16172,-122.54,37.72,17,2975,968.0,1453,828,3.5269999999999997,NEAR OCEAN,318900
16612,-121.11,35.52,9,6044,1222.0,2239,972,3.24,NEAR OCEAN,264600
16613,-121.14,35.55,13,5383,1070.0,1880,796,3.8019,NEAR OCEAN,271200
16614,-121.12,35.58,16,4109,798.0,1298,626,3.4799,NEAR OCEAN,320800
16615,-120.92,35.4,23,2059,354.0,636,278,3.6908,NEAR OCEAN,278800
16619,-120.87,35.41,16,2168,444.0,782,374,3.0187,NEAR OCEAN,278100
16620,-120.94,35.42,18,3418,686.0,970,453,3.7738,NEAR OCEAN,279400
16621,-120.95,35.44,30,6346,1410.0,1769,887,2.6864,NEAR OCEAN,283600
16622,-120.85,35.37,21,1033,195.0,588,187,2.8173,NEAR OCEAN,226900
16623,-120.83,35.36,28,4323,886.0,1650,705,2.7266,NEAR OCEAN,266800
16624,-120.84,35.35,27,2863,711.0,930,533,2.6205,NEAR OCEAN,221100
16626,-120.89,35.37,29,2046,588.0,846,410,1.65,NEAR OCEAN,227300
16627,-120.84,35.33,15,3276,670.0,1520,613,3.6412,NEAR OCEAN,207800
16629,-120.82,35.32,12,3522,683.0,1780,662,3.3958,NEAR OCEAN,215800
16632,-120.9,35.33,16,1576,287.0,595,262,3.588,NEAR OCEAN,266300
16635,-120.84,35.3,15,2062,327.0,781,316,4.9359,NEAR OCEAN,317700
16636,-120.82,35.31,16,3924,699.0,1325,638,2.5172,NEAR OCEAN,293900
16637,-120.8,35.33,20,2200,393.0,996,365,3.5869999999999997,NEAR OCEAN,330000
16639,-120.65,35.29,36,1940,315.0,850,298,3.1818,NEAR OCEAN,249600
16640,-120.66,35.29,23,1932,487.0,1380,472,1.9647,NEAR OCEAN,253600
16642,-120.67,35.3,19,1540,715.0,1799,635,0.7025,NEAR OCEAN,500001
16643,-120.65,35.32,20,626,212.0,3574,261,1.0298,NEAR OCEAN,300000
16644,-120.62,35.28,28,3952,592.0,1469,571,6.3144,NEAR OCEAN,328800
16645,-120.65,35.29,29,1785,481.0,1344,472,1.4492,NEAR OCEAN,222900
16647,-120.65,35.27,27,2034,341.0,768,316,4.2411,NEAR OCEAN,258900
16648,-120.65,35.27,15,2365,538.0,1446,490,2.5129,NEAR OCEAN,225900
16649,-120.64,35.26,21,3298,716.0,1862,687,2.1507,NEAR OCEAN,221500
16650,-120.63,35.27,23,1630,253.0,704,263,5.156000000000001,NEAR OCEAN,251300
16651,-120.66,35.29,39,2163,652.0,1153,599,2.084,NEAR OCEAN,233300
16652,-120.66,35.28,31,2773,844.0,1358,794,1.4036,NEAR OCEAN,209600
16654,-120.65,35.27,52,2254,642.0,1237,590,2.6208,NEAR OCEAN,227100
16657,-120.66,35.27,17,2719,589.0,1386,570,3.7337,NEAR OCEAN,208200
16658,-120.66,35.26,15,5540,1319.0,2383,1165,2.2656,NEAR OCEAN,226200
16659,-120.67,35.3,32,4202,986.0,2309,956,2.2165,NEAR OCEAN,231700
16660,-120.7,35.31,24,3504,521.0,1490,506,4.6719,NEAR OCEAN,337000
16661,-120.68,35.29,37,1354,293.0,753,290,3.25,NEAR OCEAN,225000
16662,-120.69,35.28,26,4225,886.0,1795,704,2.2847,NEAR OCEAN,247000
16663,-120.67,35.29,44,2236,411.0,1036,437,3.0833,NEAR OCEAN,219300
16664,-120.69,35.26,20,1248,231.0,722,225,4.625,NEAR OCEAN,221800
16665,-120.7,35.28,14,3768,682.0,1884,664,4.6071,NEAR OCEAN,239900
16666,-120.71,35.27,9,2568,421.0,1149,398,5.4287,NEAR OCEAN,331600
16667,-120.68,35.26,26,1704,315.0,918,310,3.2464,NEAR OCEAN,208000
16668,-120.69,35.25,15,4210,899.0,1933,867,2.7939999999999996,NEAR OCEAN,262500
16669,-120.7,35.32,46,118,17.0,6532,13,4.2639,NEAR OCEAN,350000
16671,-120.68,35.25,16,4208,897.0,1634,806,2.2868,NEAR OCEAN,233700
16673,-120.81,35.19,14,3414,802.0,1236,632,3.7635,NEAR OCEAN,336200
16674,-120.66,35.2,13,5138,713.0,1838,645,5.9676,NEAR OCEAN,380000
16675,-120.7,35.14,17,5805,1097.0,1919,932,3.5352,NEAR OCEAN,357800
16676,-120.68,35.14,34,3100,617.0,1155,542,3.0938,NEAR OCEAN,245900
16741,-122.44,37.7,6,3523,664.0,1705,608,4.9318,NEAR OCEAN,258100
16742,-122.45,37.7,46,2193,499.0,1814,489,4.0125,NEAR OCEAN,230100
16743,-122.45,37.71,50,1441,283.0,1159,286,4.5417,NEAR OCEAN,233700
16744,-122.45,37.71,49,2244,442.0,1948,423,4.7639,NEAR OCEAN,251500
16745,-122.45,37.7,16,6457,1336.0,4375,1231,5.1788,NEAR OCEAN,267000
16746,-122.46,37.7,37,1028,275.0,904,261,3.5035,NEAR OCEAN,238600
16747,-122.46,37.69,35,1983,385.0,1577,414,4.0833,NEAR OCEAN,266700
16748,-122.46,37.7,37,3029,738.0,2436,700,3.3214,NEAR OCEAN,243200
16749,-122.47,37.7,45,3290,693.0,2466,666,3.6588,NEAR OCEAN,238600
16750,-122.46,37.71,44,364,102.0,339,98,2.483,NEAR OCEAN,214300
16751,-122.46,37.71,45,1799,394.0,1436,389,3.65,NEAR OCEAN,239900
16752,-122.46,37.7,42,876,216.0,713,203,3.84,NEAR OCEAN,235900
16753,-122.47,37.7,44,2034,423.0,1491,373,4.5341,NEAR OCEAN,236500
16754,-122.47,37.71,37,1046,251.0,822,239,3.5,NEAR OCEAN,224400
16755,-122.46,37.71,39,2076,482.0,1738,445,3.1958,NEAR OCEAN,232100
16756,-122.48,37.7,33,4167,1398.0,2923,1314,3.049,NEAR OCEAN,307000
16757,-122.48,37.7,33,4492,,3477,1537,3.0546,NEAR OCEAN,297900
16758,-122.48,37.71,39,3615,632.0,1571,615,5.1149,NEAR OCEAN,314200
16759,-122.48,37.71,29,1048,150.0,455,152,6.1278,NEAR OCEAN,417600
16760,-122.54,37.7,36,3988,732.0,1793,708,4.2472,NEAR OCEAN,292500
16761,-122.49,37.67,35,5275,903.0,2892,842,4.6771,NEAR OCEAN,266400
16762,-122.49,37.68,35,2405,461.0,1583,471,5.0659,NEAR OCEAN,238000
16763,-122.49,37.67,29,3795,675.0,2494,696,5.2848,NEAR OCEAN,260300
16764,-122.49,37.7,36,1946,340.0,828,313,5.2811,NEAR OCEAN,287700
16765,-122.49,37.69,36,1344,258.0,782,265,4.5,NEAR OCEAN,275600
16766,-122.48,37.69,33,2347,512.0,1259,481,3.4492,NEAR OCEAN,264300
16767,-122.49,37.69,35,2644,456.0,1465,430,4.9375,NEAR OCEAN,277000
16768,-122.49,37.69,35,2576,443.0,1273,433,4.7391,NEAR OCEAN,272800
16769,-122.47,37.7,47,737,126.0,370,136,3.775,NEAR OCEAN,281300
16770,-122.47,37.69,27,2447,720.0,2104,657,3.449,NEAR OCEAN,239100
16771,-122.47,37.69,30,837,213.0,606,199,4.875,NEAR OCEAN,258800
16772,-122.48,37.69,42,2993,512.0,1594,546,4.4821,NEAR OCEAN,252400
16773,-122.48,37.69,43,2661,455.0,1384,456,4.2421,NEAR OCEAN,257500
16774,-122.46,37.69,26,4302,1125.0,3320,1100,3.4375,NEAR OCEAN,277700
16775,-122.46,37.68,23,2812,769.0,1983,681,2.9413,NEAR OCEAN,229400
16776,-122.47,37.69,35,1720,421.0,1452,425,3.5909,NEAR OCEAN,256100
16777,-122.47,37.69,34,1954,357.0,1130,367,4.6447,NEAR OCEAN,304500
16778,-122.47,37.68,31,4077,777.0,2544,738,4.5337,NEAR OCEAN,306700
16779,-122.48,37.68,31,3506,653.0,2296,645,5.5647,NEAR OCEAN,268700
16780,-122.48,37.67,15,2897,728.0,2340,720,3.3906,NEAR OCEAN,303700
16781,-122.48,37.67,31,2609,433.0,1746,464,5.1054,NEAR OCEAN,294500
16782,-122.49,37.68,34,3718,676.0,2510,632,5.3311,NEAR OCEAN,270800
16783,-122.48,37.67,14,3395,1059.0,2258,945,2.964,NEAR OCEAN,319700
16785,-122.45,37.67,35,491,98.0,274,97,4.4286,NEAR OCEAN,238600
16786,-122.47,37.67,20,5689,992.0,3752,1002,5.5845,NEAR OCEAN,304300
16787,-122.47,37.66,18,4172,806.0,3226,790,5.7535,NEAR OCEAN,297900
16789,-122.46,37.66,15,6082,1284.0,3861,1198,5.4221,NEAR OCEAN,284700
16790,-122.46,37.65,21,2751,502.0,2027,491,5.2573,NEAR OCEAN,322900
16791,-122.45,37.67,36,1664,326.0,963,322,4.7813,NEAR OCEAN,246400
16792,-122.45,37.66,35,2738,509.0,1545,493,5.3446,NEAR OCEAN,263300
16793,-122.46,37.66,36,2535,451.0,1390,436,5.3398,NEAR OCEAN,260900
16794,-122.45,37.66,36,5456,926.0,2761,916,4.7755,NEAR OCEAN,280700
16795,-122.44,37.65,38,5277,1008.0,2695,997,3.9722,NEAR OCEAN,276200
16796,-122.43,37.66,29,3541,786.0,2259,770,4.3039,NEAR OCEAN,278400
16797,-122.44,37.66,21,5108,1510.0,3288,1405,3.1927,NEAR OCEAN,252600
16798,-122.44,37.66,36,1447,276.0,799,275,4.7639,NEAR OCEAN,265600
16799,-122.44,37.67,35,1814,365.0,1025,384,4.425,NEAR OCEAN,268400
16800,-122.42,37.67,42,2274,429.0,1255,397,5.1205,NEAR OCEAN,226300
16801,-122.41,37.66,37,2155,446.0,1255,428,3.8438,NEAR OCEAN,250700
16802,-122.42,37.66,41,2189,414.0,1063,409,4.7361,NEAR OCEAN,302600
16803,-122.42,37.66,28,3520,672.0,1746,602,4.9236,NEAR OCEAN,273500
16804,-122.42,37.66,36,725,121.0,335,140,4.125,NEAR OCEAN,327600
16805,-122.41,37.66,32,1385,356.0,1096,353,4.475,NEAR OCEAN,246700
16806,-122.41,37.66,34,1075,318.0,906,294,3.0052,NEAR OCEAN,242500
16807,-122.41,37.66,40,1294,308.0,1177,301,3.6667,NEAR OCEAN,218800
16808,-122.41,37.66,37,694,188.0,658,225,4.6103,NEAR OCEAN,237500
16809,-122.41,37.66,44,431,195.0,682,212,3.2833,NEAR OCEAN,233300
16810,-122.41,37.65,32,3436,868.0,2583,817,3.5039,NEAR OCEAN,232400
16811,-122.42,37.66,26,3253,932.0,2246,855,2.6631,NEAR OCEAN,244000
16812,-122.43,37.66,43,1769,387.0,1102,377,4.5493,NEAR OCEAN,281500
16813,-122.42,37.65,39,4402,894.0,2941,887,3.8565,NEAR OCEAN,239800
16814,-122.43,37.64,34,8400,1812.0,4101,1717,4.1033,NEAR OCEAN,301000
16815,-122.43,37.64,42,4091,757.0,1861,771,4.207,NEAR OCEAN,272700
16816,-122.45,37.64,19,6326,1025.0,3444,984,6.2498,NEAR OCEAN,353300
16817,-122.46,37.64,26,2806,375.0,1617,396,5.3922,NEAR OCEAN,353700
16818,-122.46,37.65,16,8676,1633.0,5130,1574,4.8096,NEAR OCEAN,262000
16819,-122.46,37.64,17,3523,669.0,2150,666,4.5938,NEAR OCEAN,251200
16820,-122.47,37.65,27,8103,1655.0,5023,1605,4.6452,NEAR OCEAN,236200
16821,-122.53,37.66,25,7778,1493.0,4674,1451,5.4694,NEAR OCEAN,272400
16822,-122.53,37.65,20,4582,1124.0,2325,1040,4.0556,NEAR OCEAN,275000
16823,-122.48,37.65,39,3348,666.0,1817,668,4.2593,NEAR OCEAN,227400
16824,-122.49,37.63,31,3109,621.0,1472,618,5.155,NEAR OCEAN,263900
16825,-122.49,37.63,34,696,145.0,398,162,3.525,NEAR OCEAN,254100
16826,-122.49,37.63,31,1256,328.0,785,297,3.2446,NEAR OCEAN,234600
16827,-122.53,37.63,27,2589,658.0,1386,608,2.9087,NEAR OCEAN,228200
16828,-122.48,37.64,7,120,21.0,50,27,12.5,NEAR OCEAN,281000
16829,-122.47,37.61,34,4551,837.0,2208,834,5.4364,NEAR OCEAN,279300
16830,-122.54,37.62,35,1481,277.0,747,254,4.4286,NEAR OCEAN,262100
16831,-122.49,37.59,35,2683,475.0,1498,484,5.1282,NEAR OCEAN,262500
16832,-122.5,37.59,36,1521,253.0,736,241,4.3542,NEAR OCEAN,237500
16833,-122.5,37.6,35,2197,369.0,971,326,4.25,NEAR OCEAN,241700
16834,-122.55,37.59,31,1331,245.0,598,225,4.1827,NEAR OCEAN,345500
16835,-122.51,37.58,20,64,21.0,59,21,2.2375,NEAR OCEAN,450000
16836,-122.49,37.6,33,3507,669.0,1697,660,4.0795,NEAR OCEAN,270600
16837,-122.48,37.59,29,5889,959.0,2784,923,5.3991,NEAR OCEAN,273000
16838,-122.48,37.57,34,4648,806.0,2282,814,4.5556,NEAR OCEAN,249000
16839,-122.46,37.59,21,12902,2118.0,6160,2082,5.7653,NEAR OCEAN,325800
16840,-122.46,37.63,22,6728,1382.0,3783,1310,5.0479,NEAR OCEAN,280400
16841,-122.45,37.62,26,3507,512.0,1712,509,6.7206,NEAR OCEAN,344600
16842,-122.45,37.63,28,4946,848.0,2683,824,5.747999999999999,NEAR OCEAN,302100
16843,-122.44,37.63,35,5113,959.0,3004,964,4.7625,NEAR OCEAN,281300
16844,-122.43,37.63,34,4135,687.0,2154,742,4.9732,NEAR OCEAN,342300
16845,-122.43,37.61,21,10252,2595.0,4790,2428,4.1692,NEAR OCEAN,344500
16846,-122.41,37.62,49,1464,302.0,636,259,4.25,NEAR OCEAN,284100
16847,-122.41,37.61,46,2975,643.0,1479,577,3.8214,NEAR OCEAN,273600
16848,-122.42,37.61,37,1866,300.0,822,305,4.7,NEAR OCEAN,341300
16849,-122.42,37.62,39,1355,214.0,682,246,6.3443,NEAR OCEAN,324700
16850,-122.42,37.62,40,1545,264.0,756,282,4.4643,NEAR OCEAN,308100
16852,-122.42,37.63,46,1811,337.0,796,333,3.43,NEAR OCEAN,292900
16853,-122.42,37.62,43,2367,409.0,1141,400,4.8295,NEAR OCEAN,319000
16854,-122.42,37.62,36,1017,165.0,407,159,4.8,NEAR OCEAN,306800
16855,-122.42,37.62,36,1538,256.0,671,247,4.4091,NEAR OCEAN,317900
16856,-122.41,37.62,39,3119,758.0,1807,696,3.2216,NEAR OCEAN,242700
16857,-122.4,37.62,32,3586,921.0,2249,911,3.1058,NEAR OCEAN,253000
16858,-122.41,37.63,39,4220,1055.0,2720,1046,2.639,NEAR OCEAN,242500
16859,-122.42,37.64,41,98,20.0,68,19,2.225,NEAR OCEAN,212500
16861,-122.42,37.63,46,66,11.0,30,12,2.375,NEAR OCEAN,275000
16862,-122.41,37.63,37,1252,275.0,878,287,4.2262,NEAR OCEAN,228500
16863,-122.41,37.63,35,865,226.0,602,217,3.0,NEAR OCEAN,229100
16864,-122.4,37.62,44,1619,362.0,1064,335,4.0238,NEAR OCEAN,224200
16865,-122.41,37.64,38,1204,268.0,921,247,4.4464,NEAR OCEAN,215400
16866,-122.4,37.61,35,2084,549.0,1077,545,3.1628,NEAR OCEAN,318400
16867,-122.38,37.6,33,2577,590.0,1867,566,3.3632,NEAR OCEAN,265100
16868,-122.39,37.6,36,1770,499.0,1225,459,2.56,NEAR OCEAN,273100
16869,-122.41,37.61,42,1602,262.0,705,255,5.7398,NEAR OCEAN,336400
16870,-122.41,37.61,43,1934,303.0,847,300,4.7381,NEAR OCEAN,347400
16871,-122.41,37.6,31,4424,834.0,1915,817,4.1364,NEAR OCEAN,412000
16872,-122.42,37.6,34,3562,565.0,1542,563,5.8783,NEAR OCEAN,405100
16873,-122.41,37.6,26,2754,402.0,1128,395,6.3719,NEAR OCEAN,466900
16874,-122.41,37.59,34,3931,622.0,1717,621,6.2946,NEAR OCEAN,450000
16875,-122.41,37.59,40,2401,383.0,894,356,5.6493,NEAR OCEAN,422400
16876,-122.4,37.6,30,5351,1134.0,2558,1074,3.5817,NEAR OCEAN,369300
16877,-122.4,37.6,52,1380,203.0,530,210,6.221,NEAR OCEAN,420300
16878,-122.39,37.6,44,2304,384.0,986,379,4.652,NEAR OCEAN,387100
16879,-122.39,37.6,34,707,,381,156,4.375,NEAR OCEAN,340900
16880,-122.39,37.59,32,4497,,1846,715,6.1323,NEAR OCEAN,500001
16881,-122.4,37.59,22,2754,477.0,1163,479,6.2306,NEAR OCEAN,500001
16882,-122.38,37.59,31,3052,844.0,1581,788,3.0744,NEAR OCEAN,457700
16883,-122.38,37.59,44,2089,348.0,837,317,4.6628,NEAR OCEAN,459200
16884,-122.39,37.58,36,6026,852.0,2314,892,7.8997,NEAR OCEAN,500001
16885,-122.4,37.58,26,3281,,1145,480,6.358,NEAR OCEAN,500001
16886,-122.39,37.59,33,2064,299.0,813,303,6.0374,NEAR OCEAN,500001
16887,-122.39,37.57,35,520,83.0,185,76,6.4865,NEAR OCEAN,450000
16888,-122.37,37.6,26,15,3.0,11,3,5.048,NEAR OCEAN,350000
16889,-122.37,37.59,39,4645,1196.0,2156,1113,3.4412,NEAR OCEAN,353800
16890,-122.38,37.59,49,1657,266.0,613,270,5.7837,NEAR OCEAN,378100
16891,-122.37,37.59,52,2272,403.0,963,376,5.7245,NEAR OCEAN,500000
16892,-122.37,37.58,52,2188,361.0,917,357,4.4,NEAR OCEAN,500000
16893,-122.38,37.58,52,1704,226.0,671,243,8.4704,NEAR OCEAN,500001
16894,-122.38,37.58,52,2039,299.0,772,303,6.471,NEAR OCEAN,500001
16895,-122.36,37.58,52,3084,595.0,1324,571,5.0756,NEAR OCEAN,374200
