,longitude,latitude,total_rooms,house_value
12408,-116.25,33.81,880,67500
12409,-116.25,33.75,278,50000
12410,-116.24,33.72,5236,93400
12411,-116.24,33.71,9033,95000
12412,-116.24,33.73,2774,104100
12413,-116.22,33.74,4120,69400
12414,-116.21,33.75,894,68200
12415,-116.21,33.72,2488,68900
12416,-116.22,33.73,1695,68500
12417,-116.23,33.73,1133,72100
12418,-116.21,33.71,3114,82200
12419,-116.22,33.72,826,58800
12420,-116.2,33.7,2399,60600
12421,-116.23,33.72,4981,76900
12422,-116.23,33.71,4874,90000
12423,-116.15,33.69,197,112500
12424,-116.11,33.64,1273,84700
12425,-116.15,33.64,1711,65400
12426,-116.2,33.63,1152,96300
12427,-116.21,33.66,1596,100900
12428,-116.21,33.68,584,100000
12429,-116.25,33.68,926,366700
12430,-116.26,33.65,7437,382400
12431,-116.17,33.53,1713,58600
12432,-116.12,33.53,2421,100000
12433,-116.01,33.51,2985,66400
12434,-115.84,33.49,1660,68900
12435,-116.16,33.68,1230,61400
12436,-116.17,33.67,3585,65900
12437,-116.17,33.66,639,47500
12438,-116.19,33.67,1859,67500
12439,-116.18,33.67,2888,66700
12440,-116.18,33.69,89,155000
12441,-116.19,33.69,5692,74000
12442,-116.08,33.86,381,76100
12443,-115.22,33.54,1706,53500
12444,-114.67,33.92,97,27500
12445,-115.58,33.88,1161,71700
12446,-114.98,33.82,644,71300
12447,-114.49,33.97,2809,87500
12448,-114.65,33.6,1678,94900
12449,-114.68,33.49,1491,44400
12450,-114.56,33.69,720,85700
12451,-114.57,33.64,1501,73400
12452,-114.57,33.57,1454,65500
12453,-114.57,33.52,173,45000
12454,-114.59,33.61,4789,58400
12455,-114.61,33.62,1187,61500
12456,-114.6,33.62,3741,86500
12457,-114.58,33.63,1387,74000
12458,-114.62,33.62,18,275000
12459,-114.58,33.61,2907,82400
12460,-114.6,33.6,1988,62000
12461,-121.43,38.58,5298,155700
12462,-121.43,38.57,2507,163700
12463,-121.42,38.57,1878,161400
12464,-121.44,38.58,1806,147100
12465,-121.43,38.57,2443,142000
12466,-121.44,38.57,3080,164500
12467,-121.44,38.58,2334,148800
12468,-121.45,38.58,2314,153900
12469,-121.45,38.57,1962,147900
12470,-121.46,38.58,4408,181600
12471,-121.46,38.58,1394,109800
12472,-121.47,38.58,2092,115100
12473,-121.47,38.58,3807,137500
12474,-121.47,38.58,2035,109300
12475,-121.48,38.58,576,94300
12476,-121.48,38.58,2434,140600
12477,-121.49,38.58,2151,90300
12478,-121.48,38.59,1186,70500
12479,-121.49,38.59,463,85000
12480,-121.49,38.58,1000,168800
12481,-121.5,38.58,761,162500
12482,-121.5,38.58,4018,125000
12483,-121.5,38.57,745,77500
12484,-121.49,38.58,569,137500
12485,-121.48,38.58,1823,137500
12486,-121.48,38.57,2438,141700
12487,-121.48,38.57,567,187500
12488,-121.49,38.57,1334,93800
12489,-121.49,38.57,2410,87900
12490,-121.47,38.57,1360,150000
12491,-121.47,38.57,3136,123900
12492,-121.48,38.57,2809,114100
12493,-121.47,38.57,438,200000
12494,-121.47,38.57,3233,168100
12495,-121.48,38.58,2501,157500
12496,-121.45,38.57,2006,236100
12497,-121.45,38.56,3170,233800
12498,-121.46,38.56,1750,111800
12499,-121.46,38.57,810,140000
12500,-121.46,38.57,893,213200
12501,-121.46,38.57,1917,158900
12502,-121.46,38.57,1625,156700
12503,-121.43,38.56,1105,131700
12504,-121.44,38.56,2423,131900
12505,-121.44,38.56,906,139400
12506,-121.43,38.56,1533,125900
12507,-121.43,38.56,1316,137800
12508,-121.45,38.57,3994,232500
12509,-121.45,38.56,3420,173800
12510,-121.42,38.55,182,98900
12511,-121.43,38.55,3514,100100
12512,-121.45,38.55,3374,77600
12513,-121.46,38.56,1878,122800
12514,-121.45,38.56,1250,121200
12515,-121.44,38.55,1698,97000
12516,-121.47,38.56,889,85600
12517,-121.46,38.56,907,104000
12518,-121.46,38.55,3126,84100
12519,-121.46,38.55,2094,68500
12520,-121.47,38.55,1091,65400
12521,-121.47,38.56,1532,85900
12522,-121.47,38.56,2083,95800
12523,-121.47,38.56,1986,88100
12524,-121.48,38.56,1151,113600
12525,-121.48,38.56,1476,134700
12526,-121.48,38.57,1145,114300
12527,-121.49,38.56,900,87500
12528,-121.49,38.56,1521,86900
12529,-121.49,38.57,1492,108800
12530,-121.5,38.57,1124,94600
12531,-121.5,38.57,1375,87500
12532,-121.51,38.57,613,93800
12533,-121.5,38.57,858,80000
12534,-121.5,38.56,2646,123100
12535,-121.51,38.56,1048,137500
12536,-121.51,38.55,3032,137900
12537,-121.51,38.55,1485,137200
12538,-121.49,38.56,1844,103500
12539,-121.49,38.55,2515,151100
12540,-121.5,38.55,2784,209800
12541,-121.49,38.56,1777,137800
12542,-121.49,38.54,2313,123000
12543,-121.5,38.54,1145,405800
12544,-121.49,38.55,4280,224100
12545,-121.5,38.55,4094,236800
12546,-121.5,38.54,1167,179800
12547,-121.48,38.55,2508,228700
12548,-121.48,38.55,2037,162500
12549,-121.48,38.56,1587,94300
12550,-121.48,38.55,1684,175000
12551,-121.48,38.55,2216,191900
12552,-121.48,38.56,814,125000
12553,-121.47,38.55,968,65400
12554,-121.47,38.55,1303,55800
12555,-121.47,38.54,2085,56700
12556,-121.47,38.55,979,67000
12557,-121.47,38.55,1384,94600
12558,-121.45,38.54,1159,56000
12559,-121.45,38.54,1278,58300
12560,-121.46,38.54,1001,58200
12561,-121.46,38.55,2077,57000
12562,-121.42,38.54,1407,108000
12563,-121.43,38.54,2084,92700
12564,-121.43,38.54,1879,101500
12565,-121.44,38.54,2570,92400
12566,-121.45,38.54,3421,86600
12567,-121.42,38.54,2525,87600
12568,-121.42,38.54,2358,94300
12569,-121.43,38.54,3321,101300
12570,-121.44,38.54,2855,93600
12571,-121.44,38.54,2518,75700
12572,-121.41,38.53,2061,79000
12573,-121.41,38.53,1058,72100
12574,-121.42,38.53,1958,71200
12575,-121.42,38.53,1581,71800
12576,-121.43,38.53,1488,82700
12577,-121.43,38.53,2430,81900
12578,-121.44,38.53,1951,80600
12579,-121.41,38.52,3087,66800
12580,-121.42,38.51,3249,87800
12581,-121.42,38.52,2828,72600
12582,-121.43,38.52,2089,72100
12583,-121.43,38.52,3657,78300
12584,-121.44,38.52,2080,76600
12585,-121.5,38.53,3184,192000
12586,-121.5,38.53,3642,114300
12587,-121.51,38.53,1613,191900
12588,-121.51,38.53,2603,216600
12589,-121.5,38.52,2008,59100
12590,-121.51,38.51,2918,171300
12591,-121.51,38.51,1595,251600
12592,-121.51,38.52,3236,181400
12593,-121.48,38.53,1451,101600
12594,-121.49,38.53,2966,130600
12595,-121.49,38.54,1655,78400
12596,-121.48,38.53,1378,103900
12597,-121.48,38.52,1824,96400
12598,-121.49,38.52,1902,96800
12599,-121.49,38.53,1468,124200
12600,-121.48,38.54,3364,73500
12601,-121.48,38.53,1704,62300
12602,-121.47,38.54,2099,52500
12603,-121.47,38.53,3215,54400
12604,-121.47,38.53,543,65400
12605,-121.49,38.51,700,152900
12606,-121.49,38.5,2364,84500
12607,-121.49,38.5,1715,87900
12608,-121.5,38.5,2049,98500
12609,-121.49,38.51,3166,79500
12610,-121.51,38.54,2815,164800
12611,-121.52,38.53,3089,160300
12612,-121.52,38.53,3377,171200
12613,-121.52,38.51,6876,156900
12614,-121.51,38.49,4426,158300
12615,-121.51,38.5,4719,180200
12616,-121.55,38.51,5490,216800
12617,-121.55,38.5,4868,204600
12618,-121.54,38.5,6093,183600
12619,-121.54,38.51,8482,217900
12620,-121.53,38.5,3087,216800
12621,-121.53,38.51,6132,178900
12622,-121.52,38.5,4900,184400
12623,-121.53,38.48,27870,212200
12624,-121.52,38.49,3344,152800
12625,-121.54,38.49,9104,174500
12626,-121.48,38.52,2561,95800
12627,-121.48,38.51,979,72300
12628,-121.48,38.5,2679,70300
12629,-121.49,38.49,1557,77700
12630,-121.5,38.49,3606,78200
12631,-121.5,38.49,4013,83400
12632,-121.48,38.49,3165,78600
12633,-121.49,38.49,4629,74600
12634,-121.47,38.49,3595,78800
12635,-121.47,38.48,2969,76200
12636,-121.49,38.47,6121,68000
12637,-121.47,38.48,2359,67300
12638,-121.45,38.54,1865,60500
12639,-121.45,38.53,1746,69900
12640,-121.45,38.53,1893,75400
12641,-121.45,38.53,1717,87000
12642,-121.46,38.54,1453,63900
12643,-121.46,38.53,2745,65400
12644,-121.46,38.54,1825,55700
12645,-121.47,38.52,2177,66800
12646,-121.46,38.51,2123,110000
12647,-121.45,38.5,3033,99500
12648,-121.47,38.5,1895,137500
12649,-121.47,38.51,20,80000
12650,-121.47,38.52,2316,60400
12651,-121.44,38.52,3446,69700
12652,-121.45,38.51,4221,75900
12653,-121.45,38.52,1705,71200
12654,-121.45,38.52,1477,70300
12655,-121.46,38.52,3873,72100
12656,-121.46,38.51,2437,84100
12657,-121.46,38.52,1279,65600
12658,-121.44,38.51,7212,82400
12659,-121.44,38.5,2527,96800
12660,-121.44,38.5,2033,97500
12661,-121.42,38.51,7901,90400
12662,-121.42,38.5,7740,87900
12663,-121.46,38.49,10211,107900
12664,-121.45,38.49,3573,109800
12665,-121.44,38.49,4297,109300
12666,-121.45,38.48,2780,103100
12667,-121.43,38.48,4602,90500
12668,-121.44,38.48,4929,109800
12669,-121.45,38.48,1766,98700
12670,-121.46,38.48,3593,93100
12671,-121.42,38.49,13180,103000
12672,-121.42,38.48,7880,116000
12673,-121.4,38.49,7290,106300
12674,-121.38,38.49,8537,108900
12675,-121.39,38.51,1808,92000
12676,-121.42,38.56,2066,55000
12677,-121.39,38.56,8507,137400
12678,-121.38,38.55,2790,133700
12679,-121.38,38.55,1532,130900
12680,-121.39,38.55,2171,126200
12681,-121.39,38.55,1734,154300
12682,-121.4,38.55,2697,142500
12683,-121.41,38.55,2534,156300
12684,-121.4,38.55,2497,142400
12685,-121.4,38.53,152,67500
12686,-121.48,38.59,987,82100
12687,-121.5,38.59,88,67500
12688,-121.44,38.6,2987,137500
12689,-121.41,38.56,7228,179500
12690,-121.37,38.57,4899,387000
12691,-121.39,38.57,2648,338700
12692,-121.4,38.57,2022,297600
12693,-121.41,38.57,4429,190700
12694,-121.4,38.56,2623,327800
12695,-121.42,38.6,3713,89600
12696,-121.42,38.6,1166,102800
12697,-121.42,38.6,1327,111400
12698,-121.43,38.61,2289,95700
12699,-121.44,38.61,172,55000
12700,-121.41,38.61,3099,105500
12701,-121.41,38.6,5407,104200
12702,-121.41,38.59,5527,114500
12703,-121.41,38.59,12355,99100
12704,-121.41,38.58,6955,141400
12705,-121.39,38.61,2396,136600
12706,-121.39,38.6,5773,118800
12707,-121.4,38.61,1994,136400
12708,-121.38,38.59,1239,103000
12709,-121.39,38.59,2091,108100
12710,-121.39,38.59,1151,113600
12711,-121.4,38.59,2228,124600
12712,-121.4,38.59,2614,156800
12713,-121.38,38.59,2253,98700
12714,-121.39,38.58,2019,93400
12715,-121.39,38.58,2577,448300
12716,-121.37,38.6,3137,136800
12717,-121.37,38.6,1119,283300
12718,-121.38,38.6,1249,446400
12719,-121.38,38.61,2888,148600
12720,-121.37,38.59,2523,207800
12721,-121.37,38.58,2839,280400
12722,-121.38,38.58,2968,191700
12723,-121.38,38.59,1839,189400
12724,-121.37,38.59,2388,194100
12725,-121.35,38.61,3900,115700
12726,-121.35,38.6,4314,170100
12727,-121.36,38.6,1930,133000
12728,-121.36,38.6,1275,133600
12729,-121.36,38.61,2355,144100
12730,-121.35,38.59,1285,265700
12731,-121.36,38.59,3303,225700
12732,-121.36,38.58,3196,344000
12733,-121.35,38.58,2992,320200
12734,-121.34,38.58,1631,267200
12735,-121.34,38.59,2912,225900
12736,-121.34,38.59,3273,380000
12737,-121.36,38.64,6540,175200
12738,-121.36,38.63,6119,146400
12739,-121.35,38.62,4175,164000
12740,-121.35,38.61,4916,134100
12741,-121.36,38.61,2191,159500
12742,-121.36,38.62,2447,133000
12743,-121.36,38.63,2619,164500
12744,-121.37,38.64,322,139300
12745,-121.38,38.64,4563,143400
12746,-121.37,38.63,3658,120700
12747,-121.37,38.63,494,141100
12748,-121.37,38.63,5996,151800
12749,-121.37,38.62,1743,166100
12750,-121.38,38.62,2352,116500
12751,-121.38,38.62,774,115300
12752,-121.37,38.62,1077,115600
12753,-121.37,38.61,945,127100
12754,-121.37,38.61,823,114100
12755,-121.38,38.61,2375,126900
12756,-121.39,38.63,2930,118900
12757,-121.39,38.63,1226,150400
12758,-121.39,38.61,2024,156900
12759,-121.39,38.62,5693,170500
12760,-121.39,38.62,2696,160900
12761,-121.4,38.63,3626,130400
12762,-121.4,38.63,1540,98700
12763,-121.4,38.62,3671,113200
12764,-121.4,38.61,3512,118800
12765,-121.41,38.62,3260,97500
12766,-121.42,38.62,3171,88600
12767,-121.42,38.61,1126,84400
12768,-121.43,38.61,1134,65200
12769,-121.42,38.62,1087,64900
12770,-121.42,38.63,1385,78000
12771,-121.43,38.63,1009,67000
12772,-121.42,38.63,2217,73100
12773,-121.43,38.62,1765,73000
12774,-121.44,38.61,1404,63300
12775,-121.41,38.64,1578,66800
12776,-121.41,38.64,1384,64400
12777,-121.42,38.64,1720,60500
12778,-121.42,38.64,1728,58500
12779,-121.42,38.65,2274,49800
12780,-121.43,38.65,909,77400
12781,-121.43,38.64,2010,65900
12782,-121.44,38.64,1756,70500
12783,-121.44,38.64,1678,62100
12784,-121.44,38.65,1219,122200
12785,-121.44,38.63,1673,62200
12786,-121.44,38.63,1077,55900
12787,-121.44,38.63,1402,71000
12788,-121.44,38.62,1607,64700
12789,-121.44,38.62,3009,61000
12790,-121.45,38.65,2680,110000
12791,-121.46,38.65,3746,103400
12792,-121.46,38.65,3167,92600
12793,-121.45,38.64,1481,60600
12794,-121.46,38.64,1517,67000
12795,-121.46,38.63,3185,67600
12796,-121.45,38.63,1246,51700
12797,-121.45,38.62,1534,59800
12798,-121.45,38.62,2419,63100
12799,-121.45,38.61,2436,81400
12800,-121.46,38.61,705,60900
12801,-121.46,38.62,3326,60900
12802,-121.44,38.61,1591,70100
12803,-121.45,38.6,2324,158900
12804,-121.45,38.61,1758,70000
12805,-121.46,38.61,1111,66300
12806,-121.46,38.6,1978,135600
12807,-121.45,38.61,438,67500
12808,-121.47,38.63,2197,69300
12809,-121.47,38.61,1072,65800
12810,-121.47,38.61,1372,67500
12811,-121.52,38.65,1269,331300
12812,-121.53,38.61,8149,178800
12813,-121.49,38.63,12197,129300
12814,-121.5,38.62,16679,134500
12815,-121.5,38.61,1395,225000
12816,-121.5,38.63,693,117000
12817,-121.49,38.62,15309,129700
12818,-121.49,38.61,4391,105300
12819,-121.48,38.62,7709,96600
12820,-121.48,38.61,1511,89400
12821,-121.51,38.69,800,108600
12822,-121.59,38.69,541,383300
12823,-121.42,38.72,3054,91900
12824,-121.44,38.73,1287,135500
12825,-121.47,38.72,1708,99800
12826,-121.44,38.71,2336,101200
12827,-121.42,38.7,2562,96200
12828,-121.45,38.7,2159,90400
12829,-121.46,38.7,965,93900
12830,-121.43,38.69,927,96200
12831,-121.44,38.68,2476,94400
12832,-121.42,38.68,2118,112200
12833,-121.41,38.69,1601,105200
12834,-121.44,38.69,3124,94900
12835,-121.45,38.69,2962,89200
12836,-121.46,38.68,1299,103000
12837,-121.47,38.68,946,97300
12838,-121.46,38.69,3335,96800
12839,-121.47,38.7,1007,91300
12840,-121.43,38.66,1814,81100
12841,-121.46,38.66,3438,120500
12842,-121.4,38.66,880,112500
12843,-121.37,38.69,2103,87000
12844,-121.37,38.68,1086,84200
12845,-121.38,38.68,1643,84200
12846,-121.37,38.68,1775,83400
12847,-121.37,38.69,1851,84000
12848,-121.38,38.69,2943,84400
12849,-121.39,38.69,300,108300
12850,-121.37,38.69,1093,80200
12851,-121.37,38.68,3757,88200
12852,-121.37,38.68,1620,72900
12853,-121.38,38.68,1565,77000
12854,-121.38,38.68,67,93800
12855,-121.37,38.67,1354,78800
12856,-121.37,38.67,1786,72700
12857,-121.38,38.67,2176,78400
12858,-121.38,38.67,1001,73400
12859,-121.39,38.67,562,112500
12860,-121.37,38.7,3938,95000
12861,-121.38,38.7,3919,89500
12862,-121.39,38.69,2897,88400
12863,-121.37,38.7,2230,88200
12864,-121.34,38.69,2686,112700
12865,-121.34,38.69,1968,114300
12866,-121.35,38.68,7085,120000
12867,-121.35,38.68,7923,98600
12868,-121.35,38.72,21897,151300
12869,-121.38,38.71,4842,133000
12870,-121.4,38.71,4680,107000
12871,-121.36,38.69,6850,93300
12872,-121.35,38.7,14414,129600
12873,-121.36,38.67,2770,82500
12874,-121.36,38.67,5819,116600
12875,-121.37,38.66,3184,86000
12876,-121.36,38.66,2878,96500
12877,-121.37,38.66,4866,103300
12878,-121.38,38.66,3778,100500
12879,-121.38,38.65,825,109500
12880,-121.39,38.64,1503,99300
12881,-121.34,38.68,3379,124000
12882,-121.34,38.67,1503,118500
12883,-121.34,38.67,643,120700
12884,-121.34,38.66,3154,92900
12885,-121.35,38.66,3322,130700
12886,-121.34,38.66,1149,137500
12887,-121.34,38.66,4164,133100
12888,-121.35,38.66,3313,105700
12889,-121.36,38.66,756,116100
12890,-121.37,38.64,1672,159700
12891,-121.35,38.65,2498,107900
12892,-121.33,38.66,4371,105500
12893,-121.33,38.65,2446,198500
12894,-121.34,38.65,1595,199000
12895,-121.33,38.65,3533,183200
12896,-121.34,38.64,2772,161000
12897,-121.33,38.64,2203,119500
12898,-121.34,38.64,2761,139700
12899,-121.34,38.63,3033,161700
12900,-121.33,38.63,1947,156800
12901,-121.33,38.62,1853,135800
12902,-121.34,38.62,4021,153000
12903,-121.34,38.61,1778,142200
12904,-121.34,38.61,1716,166100
12905,-121.33,38.61,2453,148000
12906,-121.34,38.61,5801,162100
12907,-121.33,38.6,4260,288200
12908,-121.29,38.63,2868,213000
12909,-121.3,38.63,1817,150000
12910,-121.32,38.63,7003,150500
12911,-121.31,38.62,3114,240000
12912,-121.32,38.62,2430,177900
12913,-121.32,38.62,898,148300
12914,-121.32,38.61,3902,190200
12915,-121.31,38.61,992,326700
12916,-121.3,38.64,5001,160000
12917,-121.31,38.64,5407,195400
12918,-121.32,38.64,8501,158500
12919,-121.31,38.66,1713,136400
12920,-121.31,38.66,1604,140500
12921,-121.32,38.66,1149,163400
12922,-121.32,38.66,1276,143600
12923,-121.32,38.65,2628,157700
12924,-121.31,38.65,2759,165700
12925,-121.3,38.66,3824,139000
12926,-121.3,38.66,3391,139200
12927,-121.3,38.65,3192,144300
12928,-121.3,38.65,1665,121600
12929,-121.21,38.66,6940,232300
12930,-121.21,38.65,3443,196000
12931,-121.24,38.64,4491,249400
12932,-121.23,38.65,2926,212900
12933,-121.23,38.66,3243,169500
12934,-121.24,38.66,3335,250300
12935,-121.28,38.66,7741,216100
12936,-121.25,38.66,3670,169600
12937,-121.26,38.66,3170,221600
12938,-121.27,38.66,1891,188700
12939,-121.27,38.66,2642,189800
12940,-121.25,38.64,2764,258700
12941,-121.26,38.65,2655,270600
12942,-121.27,38.65,2787,159800
12943,-121.27,38.64,1597,213500
12944,-121.26,38.64,1098,217400
12945,-121.27,38.65,1984,173300
12946,-121.29,38.65,2744,147300
12947,-121.28,38.64,3459,186200
12948,-121.28,38.63,120,350000
12949,-121.28,38.64,3574,242100
12950,-121.28,38.71,4053,117100
12951,-121.28,38.7,5827,112900
12952,-121.28,38.71,3095,113500
12953,-121.28,38.7,5828,143200
12954,-121.28,38.68,11442,121200
12955,-121.3,38.7,7334,124700
12956,-121.3,38.69,6575,115400
12957,-121.32,38.69,13796,124500
12958,-121.33,38.68,5826,142900
12959,-121.3,38.71,5434,99900
12960,-121.29,38.71,1875,103800
12961,-121.3,38.72,2514,131900
12962,-121.31,38.72,2306,122200
12963,-121.32,38.71,4594,127500
12964,-121.31,38.71,3998,102000
12965,-121.32,38.7,3214,124900
12966,-121.32,38.7,2966,118400
12967,-121.32,38.7,3592,126000
12968,-121.33,38.7,2226,117800
12969,-121.33,38.69,3137,122700
12970,-121.32,38.68,1252,146400
12971,-121.32,38.67,3908,130600
12972,-121.32,38.67,3455,91600
12973,-121.31,38.67,1387,135700
12974,-121.33,38.67,2683,130200
12975,-121.33,38.66,2767,125400
12976,-121.31,38.67,1998,115500
12977,-121.32,38.67,2532,114500
12978,-121.29,38.68,5098,132500
12979,-121.3,38.69,2135,134900
12980,-121.31,38.68,5179,82500
12981,-121.31,38.68,1194,134300
12982,-121.3,38.67,4018,119800
12983,-121.3,38.68,2655,140600
12984,-121.3,38.67,1234,143000
12985,-121.3,38.66,2915,117100
12986,-121.3,38.67,2145,125400
12987,-121.27,38.7,3747,145300
12988,-121.27,38.69,3389,145600
12989,-121.26,38.68,3080,133000
12990,-121.24,38.7,3243,166800
12991,-121.25,38.7,3262,144400
12992,-121.26,38.69,3917,137000
12993,-121.25,38.69,3050,134500
12994,-121.25,38.69,1014,112800
12995,-121.24,38.68,1402,135500
12996,-121.25,38.68,1497,135600
12997,-121.26,38.68,4256,167400
12998,-121.25,38.68,503,276100
12999,-121.25,38.67,6155,244300
13000,-121.26,38.67,1830,141800
13001,-121.27,38.67,3185,149000
13002,-121.26,38.66,1145,124300
13003,-121.27,38.67,2116,111600
13004,-121.27,38.67,1701,128700
13005,-121.28,38.68,3467,147300
13006,-121.28,38.67,1727,160000
13007,-121.28,38.67,1087,158800
13008,-121.29,38.68,1881,144000
13009,-121.29,38.67,1992,130500
13010,-121.25,38.72,6838,162700
13011,-121.27,38.71,4082,142900
13012,-121.25,38.71,3713,143400
13013,-121.26,38.7,7812,146600
13014,-121.17,38.69,7138,243200
13015,-121.19,38.71,4415,390800
13016,-121.18,38.69,7104,274500
13017,-121.2,38.7,2970,131700
13018,-121.2,38.69,3077,137500
13019,-121.22,38.68,6262,139000
13020,-121.22,38.71,1843,214700
13021,-121.23,38.71,4947,170500
13022,-121.23,38.69,5268,148700
13023,-121.23,38.67,5266,133000
13024,-121.24,38.67,3558,131700
13025,-121.2,38.68,2200,143800
13026,-121.21,38.67,5500,145800
13027,-121.22,38.67,1412,130700
13028,-121.21,38.67,2987,112100
13029,-121.19,38.67,1754,147000
13030,-121.2,38.67,1546,115400
13031,-121.2,38.67,3875,171000
13032,-121.19,38.66,1937,179200
13033,-121.2,38.66,1605,204800
13034,-121.15,38.69,240,225000
13035,-121.17,38.71,3084,293300
13036,-121.17,38.68,1252,121900
13037,-121.18,38.67,2101,116000
13038,-121.16,38.67,6198,159000
13039,-121.15,38.68,9798,189600
13040,-121.16,38.68,3517,131600
13041,-121.13,38.66,12360,222500
13042,-121.13,38.55,530,212500
13043,-121.06,38.51,6873,263100
13044,-121.13,38.47,2574,203400
13045,-121.24,38.63,11021,273200
13046,-121.22,38.58,394,55000
13047,-121.28,38.55,7088,112500
13048,-121.31,38.59,3295,101900
13049,-121.32,38.59,9774,136100
13050,-121.32,38.59,4378,123700
13051,-121.29,38.61,13553,132700
13052,-121.3,38.61,2707,116900
13053,-121.3,38.6,9534,103400
13054,-121.27,38.62,2321,95600
13055,-121.28,38.61,2938,96100
13056,-121.28,38.61,2547,103300
13057,-121.29,38.61,1814,110500
13058,-121.27,38.61,6663,115600
13059,-121.28,38.6,1122,111600
13060,-121.28,38.6,1671,112500
13061,-121.29,38.6,1276,109100
13062,-121.32,38.57,3369,127500
13063,-121.33,38.56,3608,109400
13064,-121.32,38.57,692,101100
13065,-121.32,38.56,1169,108700
13066,-121.32,38.54,4715,104400
13067,-121.28,38.53,224,165000
13068,-121.3,38.58,2653,91300
13069,-121.3,38.58,1537,90700
13070,-121.31,38.58,2421,112500
13071,-121.31,38.57,2748,113300
13072,-121.31,38.57,1229,101600
13073,-121.33,38.57,1621,150000
13074,-121.28,38.59,4188,92500
13075,-121.29,38.59,2460,95600
13076,-121.3,38.59,3002,89600
13077,-121.3,38.58,2748,92400
13078,-121.34,38.56,2975,118600
13079,-121.34,38.55,2838,114000
13080,-121.35,38.54,16239,116300
13081,-121.37,38.56,6308,113500
13082,-121.37,38.57,3895,135800
13083,-121.37,38.56,2129,118000
13084,-121.36,38.57,1793,129500
13085,-121.35,38.56,2629,140200
13086,-121.34,38.58,1605,134100
13087,-121.34,38.57,5737,134500
13088,-121.35,38.55,4481,123300
13089,-121.35,38.55,2607,126900
13090,-121.36,38.55,1191,118800
13091,-121.35,38.56,2278,132400
13092,-121.36,38.56,6225,138000
13093,-121.37,38.55,2713,125500
13094,-121.36,38.56,1232,32500
13095,-121.37,38.56,1827,52500
13096,-121.3,38.51,822,157500
13097,-121.35,38.51,2337,157700
13098,-121.4,38.47,20982,130600
13099,-121.38,38.47,14418,145900
13100,-121.39,38.43,2696,237600
13101,-121.27,38.44,2780,209900
13102,-121.35,38.46,6992,144400
13103,-121.34,38.44,3205,240900
13104,-121.32,38.41,4401,247500
13105,-121.36,38.42,3254,188400
13106,-121.37,38.41,3727,125700
13107,-121.37,38.42,2643,91200
13108,-121.38,38.41,6091,150400
13109,-121.38,38.41,3425,138700
13110,-121.38,38.4,4155,154400
13111,-121.37,38.39,1883,143500
13112,-121.35,38.4,2322,94400
13113,-121.36,38.4,4813,144400
13114,-121.36,38.39,5121,148100
13115,-121.13,38.37,1034,241100
13116,-121.2,38.36,2634,175700
13117,-121.22,38.4,2655,213800
13118,-121.22,38.43,2054,219300
13119,-121.29,38.36,2193,191700
13120,-121.27,38.31,1144,151600
13121,-121.1,38.33,1357,157800
13122,-121.2,38.28,1732,160200
13123,-121.26,38.27,1314,144600
13124,-121.29,38.28,1554,156700
13125,-121.35,38.28,2756,82000
13126,-121.33,38.28,980,170100
13127,-121.31,38.28,1708,155400
13128,-121.3,38.26,1403,104600
13129,-121.31,38.26,1768,88300
13130,-121.32,38.26,6125,134600
13131,-121.3,38.25,2475,86100
13132,-121.48,38.46,10505,121200
13133,-121.42,38.47,5665,97800
13134,-121.43,38.46,1378,100300
13135,-121.43,38.47,1787,96200
13136,-121.44,38.47,1215,95900
13137,-121.44,38.47,5666,108900
13138,-121.44,38.46,4446,103600
13139,-121.44,38.43,39320,153700
13140,-121.41,38.34,1605,162500
13141,-121.45,38.37,1441,137500
13142,-121.5,38.34,1212,72900
13143,-121.54,38.29,1396,92500
13144,-121.56,38.26,1906,136800
13145,-121.51,38.26,910,52800
13146,-121.57,38.19,1395,162500
13147,-121.7,38.1,4896,89700
13148,-121.29,36.9,3610,374200
13149,-121.37,36.89,2471,293800
13150,-121.47,36.92,2049,265900
13151,-121.53,36.85,3359,193600
13152,-121.51,36.86,1019,210000
13153,-121.6,36.88,3416,241500
13154,-121.5,36.81,1345,363300
13155,-121.45,36.86,1613,146200
13156,-121.42,36.86,440,225000
13157,-121.41,36.85,1708,145900
13158,-121.4,36.85,2666,157300
13159,-121.4,36.84,1860,136500
13160,-121.4,36.84,2352,155300
13161,-121.41,36.84,1771,192200
13162,-121.4,36.86,1256,145400
13163,-121.38,36.85,4115,192400
13164,-121.38,36.84,3769,217600
13165,-121.37,36.84,1996,243000
13166,-121.38,36.84,2625,221200
13167,-121.37,36.83,3658,216000
13168,-121.4,36.83,3701,207900
13169,-121.44,36.84,1644,180400
13170,-121.42,36.85,1626,170800
13171,-121.32,36.79,516,202500
13172,-121.36,36.81,4609,290500
13173,-121.34,36.76,2638,336800
13174,-121.06,36.72,395,100000
13175,-120.95,36.47,1691,225000
13176,-117.75,34.01,22128,289600
13177,-117.78,33.97,556,500001
13178,-117.72,33.99,5622,206700
13179,-117.76,33.98,9662,292400
13180,-117.74,33.97,9755,254900
13181,-117.72,33.97,13290,187800
13182,-117.71,33.97,10856,137200
13183,-117.7,33.92,8301,252200
13184,-117.75,33.95,984,426900
13185,-117.76,33.94,1092,184200
13186,-117.69,34.09,1437,140200
13187,-117.7,34.08,1979,107300
13188,-117.7,34.09,1719,121800
